Time (s),Accel_x (m/s2),Accel_y (m/s2),Accel_z (m/s2),RPM,Humidity (percentage),Amb_Temp (C),Water_Temp (C),Motor_Temp (C),noBond_height 1 (mm),Bond_height 2 (mm)
709.53,0.16,-0.01,9.24,38.69,94.0,21.9,17.73,40.49,0.29,0.30
709.57,0.16,-0.00,9.26,38.69,94.0,21.9,17.61,40.49,1.54,0.30
709.53,0.16,-0.01,9.24,38.69,94.0,21.9,17.73,40.49,0.29,0.30
709.57,0.16,-0.00,9.26,38.69,94.0,21.9,17.61,40.49,1.54,0.30
538.59,0.15,-0.62,9.24,22.21,94.0,21.9,17.73,38.77,10.58,-21.69
538.63,0.21,-1.03,9.14,22.21,94.0,21.9,17.85,38.77,13.08,-19.20
538.67,0.27,-1.12,9.19,22.21,94.0,21.9,17.85,38.50,15.58,-15.46
538.71,0.22,-0.64,9.16,22.21,94.0,21.9,17.97,38.50,15.58,-15.46
538.75,0.16,-1.02,9.28,22.21,94.0,21.9,17.49,38.77,16.83,-14.21
538.79,0.20,-0.90,9.17,22.21,94.0,21.9,17.61,38.50,19.33,-10.47
538.84,0.19,-1.20,9.26,22.21,94.0,21.9,17.85,38.77,21.83,-7.98
538.88,0.21,-1.18,9.23,22.21,94.0,21.9,17.73,37.96,25.58,-5.48
538.91,0.19,-0.98,9.27,22.21,94.0,21.9,17.73,38.50,29.33,-1.74
538.96,0.17,-0.94,9.26,22.21,94.0,21.9,17.61,38.23,29.33,-1.74
539.00,0.21,-1.03,9.22,22.21,94.0,21.9,17.49,38.50,29.33,0.75
539.03,0.18,-0.86,9.27,22.21,94.0,21.9,17.85,38.50,33.08,4.49
539.08,0.22,-1.02,9.24,22.21,94.0,21.9,18.45,38.50,31.83,6.98
539.11,0.27,-0.67,9.20,22.21,94.0,21.9,18.45,38.23,33.08,6.98
539.16,0.14,-0.85,9.24,22.21,94.0,21.9,17.73,38.50,33.08,8.23
539.20,0.20,-0.80,9.25,22.21,94.0,21.9,17.37,38.50,34.33,9.47
